trial,original_score,new_score,phys_score,patch_ratio,error_vx,error_vy,error_Bx,error_By,error_Jz,new_loss_kh,phys_kh,patch_kh,new_loss_vortex,phys_vortex,patch_vortex,new_loss_tearing,phys_tearing,patch_tearing,new_loss_coalescence,phys_coalescence,patch_coalescence,new_loss_ot,phys_ot,patch_ot,new_loss_rotor,phys_rotor,patch_rotor,param_threshold_amr
35,0.23517789295485272,0.23517789295485272,0.06004550589582608,0.6730088606024193,nan,nan,nan,nan,nan,0.22957991622077534,0.0016740953527635857,0.7993444683908046,0.2526047402310601,0.026253544218220966,0.8184827302631579,0.1817349007851849,0.00442886109925881,0.625,0.2356196063817513,0.0005405258575286509,0.8233173076923077,0.24179146653524253,0.08008249982942002,0.6460638832997988,0.2697367275751022,0.24729350901776442,0.3258447739684466,0.18865982612820137
0,0.23523823647963116,0.23523823647963116,0.014938638133356483,0.7859872323453178,nan,nan,nan,nan,nan,0.28661735080737083,0.0012642911303191084,1.0,0.281818828828812,0.009028268255073519,0.9637952302631579,0.1817349007851849,0.00442886109925881,0.625,0.2680642923375397,0.00035010542640176006,0.9373497596153846,0.2531050405651879,0.020915215744985317,0.8335796026156942,0.14008900555369172,0.05364508714410039,0.3561988015776699,0.09728355229129856
1,0.23523823647963116,0.23523823647963116,0.014938638133356483,0.7859872323453178,nan,nan,nan,nan,nan,0.28661735080737083,0.0012642911303191084,1.0,0.281818828828812,0.009028268255073519,0.9637952302631579,0.1817349007851849,0.00442886109925881,0.625,0.2680642923375397,0.00035010542640176006,0.9373497596153846,0.2531050405651879,0.020915215744985317,0.8335796026156942,0.14008900555369172,0.05364508714410039,0.3561988015776699,0.09732703636491241
36,0.23524135048778358,0.23524135048778358,0.047574030487007195,0.7044096504897245,nan,nan,nan,nan,nan,0.2575069981070927,0.0014401134418837805,0.8976742097701149,0.2558319121360803,0.02620744014840711,0.8298930921052632,0.1817349007851849,0.00442886109925881,0.625,0.2439269638323139,0.00045207628831636014,0.8526141826923077,0.2558899280170551,0.07848609037075845,0.6993995221327968,0.2165574000489745,0.17442960157341864,0.3218768962378641,0.16665899422613834
9,0.23549104884202454,0.23549104884202454,0.015876668944034847,0.7845269985869986,nan,nan,nan,nan,nan,0.28661735080737083,0.0012642911303191084,1.0,0.281818828828812,0.009028268255073519,0.9637952302631579,0.1817349007851849,0.00442886109925881,0.625,0.26744920156835733,0.00039042065723869196,0.9350961538461539,0.25523700550873046,0.026503085378218556,0.82707180583501,0.14008900555369172,0.05364508714410039,0.3561988015776699,0.09991583743917942
41,0.23550359787128908,0.23550359787128908,0.05422295518762634,0.6887052045804459,nan,nan,nan,nan,nan,0.24523762587144426,0.0015223313924357285,0.8545258620689655,0.254165603435156,0.026218357967113103,0.8240337171052632,0.1817349007851849,0.00442886109925881,0.625,0.23823677114806105,0.0005987872995931563,0.8323317307692307,0.2505253204520133,0.08159875346179243,0.6728417379275654,0.24312136553587502,0.2109706399055648,0.3234981796116505,0.17755355210660667
3,0.2355539288691887,0.2355539288691887,0.014909552403345391,0.7871648700337968,nan,nan,nan,nan,nan,0.28661735080737083,0.0012642911303191084,1.0,0.2823572291548167,0.009017226079901214,0.9657072368421052,0.1817349007851849,0.00442886109925881,0.625,0.2686646710440264,0.0002891933077907391,0.9396033653846154,0.25386041587004166,0.020812655658702092,0.8364798163983903,0.14008900555369172,0.05364508714410039,0.3561988015776699,0.09633270947436988
4,0.23596447919124977,0.23596447919124977,0.013400415734870821,0.7923746378321974,nan,nan,nan,nan,nan,0.28661735080737083,0.0012642911303191084,1.0,0.2835397525885464,0.00534381151870178,0.9790296052631579,0.1817349007851849,0.00442886109925881,0.625,0.26990691134757705,0.00022544511737708674,0.9441105769230769,0.2521304958509914,0.014703016122977447,0.8456991951710262,0.14185746376782832,0.0544370694205907,0.36040844963592233,0.08970987471692879
6,0.23600522778882857,0.23600522778882857,0.013212313027820046,0.7929875146913496,nan,nan,nan,nan,nan,0.28661735080737083,0.0012642911303191084,1.0,0.2835397525885464,0.00534381151870178,0.9790296052631579,0.1817349007851849,0.00442886109925881,0.625,0.26990691134757705,0.00022544511737708674,0.9441105769230769,0.2531904267688993,0.013913906329577664,0.8513817278672032,0.14104202443539282,0.05409756297168583,0.3584031780946602,0.08846156845981881
8,0.23604778377132538,0.23604778377132538,0.01477905051553238,0.7892196169108079,nan,nan,nan,nan,nan,0.28661735080737083,0.0012642911303191084,1.0,0.2829061609725626,0.008996256940535012,0.9676809210526316,0.1817349007851849,0.00442886109925881,0.625,0.26990691134757705,0.00022544511737708674,0.9441105769230769,0.2550323731615653,0.020114361661603873,0.8423274019114688,0.14008900555369172,0.05364508714410039,0.3561988015776699,0.09465103330026692
