trial,original_score,new_score,phys_score,patch_ratio,error_vx,error_vy,error_Bx,error_By,error_Jz,new_loss_kh,phys_kh,patch_kh,new_loss_vortex,phys_vortex,patch_vortex,new_loss_tearing,phys_tearing,patch_tearing,new_loss_coalescence,phys_coalescence,patch_coalescence,param_beta,param_threshold_amr,param_gamma_hydro,param_gamma_mag,param_kappa,param_w_z_frac,param_beta_michelson
121,0.14218170538530056,0.1491153070925697,0.15541858137190523,0.13335712139423078,nan,nan,nan,nan,nan,0.11224649813545033,0.01760182815886123,0.3488581730769231,0.25640909881395163,0.33514461333953227,0.0595703125,0.17763992761306407,0.22369589865828968,0.0625,0.050165703807812656,0.04523198533093771,0.0625,0.8683654005538312,0.5891029179142372,1.6529193289578792,3.3558897780227754,5.41718485540701,0.1844417060184001,0.44356154664122427
192,0.14823477703443733,0.15381565585294643,0.15888918205159108,0.14113184035633483,nan,nan,nan,nan,nan,0.12151597452002329,0.019449287404955672,0.3766826923076923,0.2620880013670518,0.3442669519138725,0.056640625,0.17763992761306407,0.22369589865828968,0.0625,0.054018719911646584,0.04814459022924639,0.06870404411764706,0.7659020170729317,0.6036832980170763,0.7861787293582458,3.2176779372596886,7.184613808396653,0.4053850346425618,0.43319125381732965
381,0.14710104987165973,0.15752210356546387,0.16699578874164941,0.133837890625,nan,nan,nan,nan,nan,0.13007898639393295,0.037110580951506114,0.3625,0.27220379644704584,0.3619446900258641,0.0478515625,0.17763992761306407,0.22369589865828968,0.0625,0.050165703807812656,0.04523198533093771,0.0625,1.598152905518844,0.6774154124258139,1.2177459765745662,2.150835603501869,10.512495730427542,0.3035853636844006,0.11240214019626937
340,0.14993135867457508,0.1580107967403127,0.16535574043643775,0.1396484375,nan,nan,nan,nan,nan,0.1333329059978643,0.03354106839701,0.3828125,0.27090464954250976,0.3589540093595136,0.05078125,0.17763992761306407,0.22369589865828968,0.0625,0.050165703807812656,0.04523198533093771,0.0625,0.5707464616752698,0.6578096630899084,0.8843851549875001,3.0145174958314995,10.69677084276053,0.26801757790900826,0.28892688085909746
297,0.1532858412341016,0.15801601113232433,0.162316165585254,0.147265625,nan,nan,nan,nan,nan,0.1333537635659107,0.021382768992274963,0.41328125,0.27090464954250976,0.3589540093595136,0.05078125,0.17763992761306407,0.22369589865828968,0.0625,0.050165703807812656,0.04523198533093771,0.0625,0.5320723802131051,0.6645268338280353,0.7369157947017969,2.87089958536754,11.124144265238527,0.259860452709212,0.38295744077116267
265,0.15121220958776782,0.16085284679134365,0.169617062430958,0.1389423076923077,nan,nan,nan,nan,nan,0.14470110620198806,0.05058635637509096,0.3799879807692308,0.27090464954250976,0.3589540093595136,0.05078125,0.17763992761306407,0.22369589865828968,0.0625,0.050165703807812656,0.04523198533093771,0.0625,0.6880425345205792,0.6707396818570198,0.7316345525029209,3.4935671092977634,9.013092041751035,0.2563394975979904,0.3687462755892876
259,0.1408374551312015,0.16165063244582684,0.18057170273184986,0.11434795673076924,nan,nan,nan,nan,nan,0.13007274472982877,0.0600826118525295,0.30504807692307695,0.28872415363260184,0.39327631508564254,0.02734375,0.17763992761306407,0.22369589865828968,0.0625,0.050165703807812656,0.04523198533093771,0.0625,0.802162655131699,0.6957578623565104,0.8621708252473793,3.2480195001523167,9.79709557159071,0.2600872188807588,0.37854088270140235
285,0.1520481264548038,0.16273215618646292,0.17244491048797114,0.1384502704326923,nan,nan,nan,nan,nan,0.15091919687792912,0.05890706793679305,0.38094951923076925,0.27220379644704584,0.3619446900258641,0.0478515625,0.17763992761306407,0.22369589865828968,0.0625,0.050165703807812656,0.04523198533093771,0.0625,0.586339980694455,0.6757261792032989,0.8217371331787038,3.053915820442284,10.633737679650327,0.23634144626540243,0.31753988096543545
206,0.14818636955269232,0.16330916895014544,0.17705716840237554,0.12893917031957014,nan,nan,nan,nan,nan,0.14230665210799967,0.05636873602812259,0.3571514423076923,0.2749167090085698,0.37043026761199765,0.0361328125,0.17763992761306407,0.22369589865828968,0.0625,0.05837338707094828,0.057733771311092294,0.05997242647058824,1.0933003288385268,0.6857647763094414,0.761510879269162,1.4265143946927672,7.73533837921756,0.397759160683998,0.46386943382345214
370,0.1471901574177218,0.16409997632972306,0.17947253897699683,0.12566856971153845,nan,nan,nan,nan,nan,0.14805553950705605,0.06948929377141691,0.34447115384615384,0.28053873439095933,0.379472978147343,0.033203125,0.17763992761306407,0.22369589865828968,0.0625,0.050165703807812656,0.04523198533093771,0.0625,0.5622265604774821,0.6863816012943086,2.922009194089362,2.3558275922178007,10.01994281013689,0.31596580867696983,0.32200035603903593
384,0.15363293541208917,0.1643462982118351,0.1740857189388768,0.13999774639423077,nan,nan,nan,nan,nan,0.15466285241789388,0.05698472415428217,0.39885817307692306,0.2749167090085698,0.37043026761199765,0.0361328125,0.17763992761306407,0.22369589865828968,0.0625,0.050165703807812656,0.04523198533093771,0.0625,0.6130403765456253,0.6791293748933367,2.7004358715414023,3.274910401510589,8.911430872706967,0.25473958745376124,0.27641226581151324
305,0.16331284291172687,0.16451812607863325,0.165613838048548,0.16177884615384613,nan,nan,nan,nan,nan,0.1593622233511464,0.034573458845451065,0.4713341346153846,0.27090464954250976,0.3589540093595136,0.05078125,0.17763992761306407,0.22369589865828968,0.0625,0.050165703807812656,0.04523198533093771,0.0625,0.5405079637898419,0.6408504183253098,0.6163342242267308,2.793942121913562,11.857818185851862,0.2598069582669688,0.2825058111691578
347,0.14845792299152938,0.16452527671907718,0.1791319619259388,0.1280085637019231,nan,nan,nan,nan,nan,0.1580916790083862,0.08565527368866373,0.3391826923076923,0.27220379644704584,0.3619446900258641,0.0478515625,0.17763992761306407,0.22369589865828968,0.0625,0.050165703807812656,0.04523198533093771,0.0625,0.5572587109422196,0.6777380100204764,0.936433014361675,3.028535233432584,10.844151975560527,0.267209637803046,0.30083129123849695
128,0.1552422820431109,0.16459065646434645,0.1730891786654696,0.14334435096153847,nan,nan,nan,nan,nan,0.1596523448939993,0.06447482131313745,0.3975961538461538,0.27090464954250976,0.3589540093595136,0.05078125,0.17763992761306407,0.22369589865828968,0.0625,0.050165703807812656,0.04523198533093771,0.0625,0.7431192386149037,0.661115245298139,3.2438242184600314,3.498999733318138,5.558427942244533,0.11850806148430232,0.4407267211012245
